project_id,product_domain,application_area,problem_clarity_score,technical_complexity_score,technology_maturity_score,data_availability_score,infrastructure_requirement_score,experimental_validation_score,baseline_comparison_flag,real_world_testing_flag,limitations_discussed_flag,rd_cost_estimate,startup_cost_estimate,resource_availability_score,time_to_market_months,target_market_size,competition_level,projected_adoption_rate,unique_selling_proposition_score,projected_roi,regulatory_compliance_flag,legal_risk_flag,risk_level_score,feasibility_score
1199,Smart Cities,Traffic Management,7,5,7,7,6,7,1,1,0,795000,398000,7,15,14800000,2,0.66,5,6.7,1,0,3,75
1200,Energy,Biofuels,5,8,4,3,7,3,0,0,1,4380000,6350000,3,41,735000000,1,0.28,8,19.3,1,0,7,36
1201,Education,AI Tutoring,8,5,7,7,4,7,1,0,0,248000,119000,7,10,39800000,2,0.72,6,5.4,1,0,3,81
1202,Cybersecurity,Identity Management,9,4,9,9,3,9,1,1,1,348000,178000,9,9,24800000,2,0.86,6,10.4,1,0,2,94
1203,Agriculture,Drone Monitoring,8,5,7,6,4,7,0,1,0,298000,149000,7,12,41500000,2,0.64,6,9.7,1,0,3,78
1204,Healthcare,Telemedicine,9,2,9,9,2,9,1,1,1,148000,73000,9,6,57500000,3,0.92,4,4.7,1,0,1,96
1205,FinTech,Blockchain Payments,6,7,6,5,6,5,1,0,1,895000,595000,5,19,139000000,2,0.44,7,13.9,0,1,6,44
1206,Smart Cities,Waste Management,8,4,7,6,5,7,1,1,0,368000,218000,7,13,21800000,1,0.62,4,6.0,1,0,3,79
1207,Energy,Solar Storage,9,5,9,8,4,8,1,1,1,2980000,1680000,8,16,475000000,2,0.76,6,9.8,1,0,2,87
1208,Education,VR Classrooms,6,8,4,4,7,4,0,0,1,1480000,1080000,4,27,53500000,2,0.36,8,9.3,0,0,7,37
1209,Cybersecurity,Threat Intelligence,8,5,7,8,4,7,1,1,0,308000,158000,7,11,73500000,2,0.72,5,10.5,1,0,3,82
1210,Agriculture,Precision Farming,9,4,8,8,4,8,1,1,1,468000,268000,8,11,99500000,2,0.76,5,8.7,1,0,2,90
1211,Healthcare,Wearables,8,4,8,8,3,7,1,1,0,578000,278000,8,11,198000000,3,0.80,5,7.7,1,0,3,84
1212,FinTech,Robo-Advising,9,4,9,9,2,8,1,1,1,238000,119000,9,8,88500000,3,0.84,5,9.4,1,0,2,93
1213,Smart Cities,Smart Grids,6,9,5,4,8,4,0,0,1,7750000,4750000,4,39,575000000,1,0.38,7,15.4,1,0,7,43
1214,Energy,Wind Turbines,8,6,8,7,8,7,1,1,1,10900000,12900000,7,37,775000000,2,0.66,6,11.7,1,0,4,69
1215,Education,LMS,10,2,9,10,1,9,1,1,1,74000,27000,10,3,37500000,3,0.94,3,3.0,1,0,1,98
1216,Cybersecurity,Network Defense,8,5,8,8,4,7,1,1,0,515000,258000,8,10,149000000,3,0.72,5,7.0,1,0,3,85
1217,Agriculture,Supply Chain,8,4,7,6,3,6,1,0,0,318000,159000,7,10,63500000,2,0.68,5,7.4,1,0,3,80
1218,Healthcare,Electronic Health Records,8,6,8,8,6,7,1,1,1,1890000,1390000,6,17,289000000,3,0.62,5,8.7,1,0,4,71
1219,FinTech,InsurTech,7,5,7,7,4,6,1,0,0,448000,248000,7,12,119000000,2,0.66,5,9.7,1,0,3,75
1220,Smart Cities,Public Safety,5,8,4,3,8,3,0,0,1,1780000,1090000,3,25,37500000,2,0.36,7,6.0,0,1,7,32
1221,Energy,Smart Metering,9,3,9,9,4,9,1,1,1,595000,395000,9,10,169000000,2,0.86,5,8.0,1,0,1,95
1222,Education,Credentialing,7,4,7,7,3,6,1,1,0,178000,89000,7,8,23800000,2,0.72,5,5.8,1,0,3,83
1223,Cybersecurity,Encryption,8,6,7,7,4,7,1,1,0,548000,278000,7,15,91800000,2,0.66,6,11.8,1,0,3,78
1224,Agriculture,Automated Harvesting,5,9,3,3,7,2,0,0,1,2980000,1780000,3,29,76800000,1,0.24,8,15.8,0,0,8,30
1225,Healthcare,AI Diagnostics,9,7,6,7,6,5,1,1,1,2180000,1090000,6,21,114000000,2,0.56,8,16.3,1,1,5,58
1226,FinTech,Fraud Detection,8,4,8,8,3,8,1,1,0,169000,84000,8,7,62800000,3,0.84,5,10.8,1,0,2,92
1227,Smart Cities,Traffic Management,7,6,6,6,7,5,0,0,0,835000,438000,6,17,13800000,2,0.62,5,6.6,1,0,4,63
1228,Energy,Biofuels,4,9,3,2,8,2,0,0,1,4480000,6950000,2,43,718000000,1,0.22,8,18.8,1,0,8,28
1229,Education,AI Tutoring,9,4,9,8,3,8,1,1,1,238000,115000,8,9,37800000,2,0.78,5,5.3,1,0,2,89
1230,Cybersecurity,Identity Management,8,5,9,8,4,8,1,1,0,338000,169000,8,11,23800000,2,0.82,5,10.3,1,0,3,86
1231,Agriculture,Drone Monitoring,9,4,8,7,3,8,1,1,1,268000,129000,9,8,43800000,2,0.76,7,9.3,1,0,2,93
1232,Healthcare,Telemedicine,10,2,9,10,1,9,1,1,1,99000,44000,10,4,59800000,3,0.96,3,3.5,1,0,1,99
1233,FinTech,Blockchain Payments,6,8,5,5,6,4,0,0,1,875000,575000,5,19,149000000,3,0.42,8,15.0,0,1,7,40
1234,Smart Cities,Waste Management,7,5,6,6,6,6,1,0,0,398000,238000,6,14,23800000,1,0.60,4,5.8,1,0,4,71
1235,Energy,Solar Storage,9,6,8,8,5,8,1,1,1,3180000,1980000,8,17,498000000,2,0.76,7,10.3,1,0,3,85
1236,Education,VR Classrooms,7,7,5,4,7,5,1,0,0,1390000,995000,5,25,56800000,2,0.44,8,9.0,1,0,6,52
1237,Cybersecurity,Threat Intelligence,9,4,9,9,3,9,1,1,1,298000,149000,9,8,78800000,2,0.82,6,11.3,1,0,2,93
1238,Agriculture,Precision Farming,8,5,8,7,5,7,1,1,0,498000,298000,7,11,109000000,2,0.72,5,8.4,1,0,3,82
1239,Healthcare,Wearables,9,3,9,9,2,8,1,1,1,598000,269000,9,9,219000000,3,0.92,5,7.6,1,0,1,96
1240,FinTech,Robo-Advising,8,5,8,8,3,7,1,1,0,268000,139000,8,10,89800000,3,0.80,4,9.6,1,0,3,85
1241,Smart Cities,Smart Grids,6,8,5,4,9,4,0,0,1,7980000,4980000,4,38,598000000,1,0.44,8,15.4,1,0,7,46
1242,Energy,Wind Turbines,8,6,9,8,8,8,1,1,1,11900000,13900000,7,39,798000000,2,0.66,6,12.4,1,0,4,68
1243,Education,LMS,9,2,9,9,2,9,1,1,1,89500,37500,9,4,39800000,3,0.90,3,3.1,1,0,1,96
1244,Cybersecurity,Network Defense,8,5,8,8,4,7,1,1,0,498000,238000,8,9,144000000,3,0.78,5,7.3,1,0,3,84
1245,Agriculture,Supply Chain,7,4,7,6,4,6,1,0,0,338000,169000,7,11,66800000,2,0.66,5,7.1,1,0,3,78
1246,Healthcare,Electronic Health Records,9,5,9,9,6,8,1,1,1,1990000,1490000,7,17,299000000,3,0.66,5,9.1,1,1,4,71
1247,FinTech,InsurTech,8,4,7,8,3,7,1,1,0,438000,239000,8,11,129000000,2,0.74,6,10.3,1,0,3,85
1248,Smart Cities,Public Safety,5,8,4,3,8,3,0,0,1,1690000,1040000,3,24,39800000,2,0.40,7,5.8,0,1,7,35
1249,Energy,Smart Metering,9,4,9,8,5,8,1,1,1,638000,438000,9,11,179000000,2,0.84,5,8.6,1,0,2,88
1250,Education,Credentialing,8,3,8,7,3,7,1,1,0,169000,84500,8,7,24900000,2,0.76,6,6.1,1,0,3,87
1251,Cybersecurity,Encryption,9,5,8,8,3,8,1,1,1,538000,269000,8,13,93800000,2,0.70,6,12.3,1,0,3,81
1252,Agriculture,Automated Harvesting,5,9,4,3,8,3,0,0,1,3380000,1990000,3,31,79800000,1,0.26,9,16.1,0,0,7,33
1253,Healthcare,AI Diagnostics,8,6,6,5,6,5,1,0,0,2090000,1090000,6,21,114800000,2,0.54,7,15.4,1,1,5,55
1254,FinTech,Fraud Detection,9,3,9,9,2,9,1,1,1,179000,89500,9,6,63800000,3,0.88,6,11.4,1,0,1,96
1255,Smart Cities,Traffic Management,7,5,7,7,6,7,1,1,0,798000,399000,7,15,14900000,2,0.68,5,6.8,1,0,3,76
1256,Energy,Biofuels,5,8,4,3,7,3,0,0,1,4390000,6380000,3,41,738000000,1,0.30,8,19.4,1,0,7,37
1257,Education,AI Tutoring,8,5,7,7,4,7,1,0,0,249000,119500,7,10,39900000,2,0.74,6,5.5,1,0,3,82
1258,Cybersecurity,Identity Management,9,4,9,9,3,9,1,1,1,349000,179000,9,9,24900000,2,0.88,6,10.5,1,0,2,95
1259,Agriculture,Drone Monitoring,8,5,7,6,4,7,0,1,0,299000,149500,7,12,41800000,2,0.66,6,9.8,1,0,3,79
1260,Healthcare,Telemedicine,9,2,9,9,2,9,1,1,1,149000,73500,9,6,57800000,3,0.94,4,4.8,1,0,1,97
1261,FinTech,Blockchain Payments,6,7,6,5,6,5,1,0,1,898000,598000,5,19,139500000,2,0.46,7,14.0,0,1,6,45
1262,Smart Cities,Waste Management,8,4,7,6,5,7,1,1,0,369000,219000,7,13,21900000,1,0.64,4,6.1,1,0,3,80
1263,Energy,Solar Storage,9,5,9,8,4,8,1,1,1,2990000,1690000,8,16,478000000,2,0.78,6,9.9,1,0,2,88
1264,Education,VR Classrooms,6,8,4,4,7,4,0,0,1,1490000,1090000,4,27,53800000,2,0.38,8,9.4,0,0,7,38
1265,Cybersecurity,Threat Intelligence,8,5,7,8,4,7,1,1,0,309000,159000,7,11,73800000,2,0.74,5,10.6,1,0,3,83
1266,Agriculture,Precision Farming,9,4,8,8,4,8,1,1,1,469000,269000,8,11,99800000,2,0.78,5,8.8,1,0,2,91
1267,Healthcare,Wearables,8,4,8,8,3,7,1,1,0,579000,279000,8,11,199000000,3,0.82,5,7.8,1,0,3,85
1268,FinTech,Robo-Advising,9,4,9,9,2,8,1,1,1,239000,119500,9,8,88800000,3,0.86,5,9.5,1,0,2,94
1269,Smart Cities,Smart Grids,6,9,5,4,8,4,0,0,1,7780000,4780000,4,39,578000000,1,0.39,7,15.5,1,0,7,44
1270,Energy,Wind Turbines,8,6,8,7,8,7,1,1,1,10950000,12950000,7,37,778000000,2,0.67,6,11.8,1,0,4,70
1271,Education,LMS,10,2,9,10,1,9,1,1,1,75000,27500,10,3,37800000,3,0.96,3,3.1,1,0,1,99
1272,Cybersecurity,Network Defense,8,5,8,8,4,7,1,1,0,518000,259000,8,10,149500000,3,0.74,5,7.1,1,0,3,86
1273,Agriculture,Supply Chain,8,4,7,6,3,6,1,0,0,319000,159500,7,10,63800000,2,0.70,5,7.5,1,0,3,81
1274,Healthcare,Electronic Health Records,8,6,8,8,6,7,1,1,1,1895000,1395000,6,17,289500000,3,0.64,5,8.8,1,0,4,72
1275,FinTech,InsurTech,7,5,7,7,4,6,1,0,0,449000,249000,7,12,119500000,2,0.68,5,9.8,1,0,3,76
1276,Smart Cities,Public Safety,5,8,4,3,8,3,0,0,1,1790000,1095000,3,25,37800000,2,0.37,7,6.1,0,1,7,33
1277,Energy,Smart Metering,9,3,9,9,4,9,1,1,1,598000,398000,9,10,169500000,2,0.88,5,8.1,1,0,1,96
1278,Education,Credentialing,7,4,7,7,3,6,1,1,0,179000,89500,7,8,23900000,2,0.74,5,5.9,1,0,3,84
1279,Cybersecurity,Encryption,8,6,7,7,4,7,1,1,0,549000,279000,7,15,91900000,2,0.68,6,11.9,1,0,3,79
1280,Agriculture,Automated Harvesting,5,9,3,3,7,2,0,0,1,2990000,1790000,3,29,76900000,1,0.25,8,15.9,0,0,8,31
1281,Healthcare,AI Diagnostics,9,7,6,7,6,5,1,1,1,2190000,1095000,6,21,114500000,2,0.58,8,16.4,1,1,5,59
1282,FinTech,Fraud Detection,8,4,8,8,3,8,1,1,0,169500,84500,8,7,62900000,3,0.86,5,10.9,1,0,2,93
1283,Smart Cities,Traffic Management,7,6,6,6,7,5,0,0,0,838000,439000,6,17,13900000,2,0.64,5,6.7,1,0,4,64
1284,Energy,Biofuels,4,9,3,2,8,2,0,0,1,4490000,6980000,2,43,719000000,1,0.24,8,18.9,1,0,8,29
1285,Education,AI Tutoring,9,4,9,8,3,8,1,1,1,239000,115500,8,9,37900000,2,0.80,5,5.4,1,0,2,90
1286,Cybersecurity,Identity Management,8,5,9,8,4,8,1,1,0,339000,169500,8,11,23900000,2,0.84,5,10.4,1,0,3,87
1287,Agriculture,Drone Monitoring,9,4,8,7,3,8,1,1,1,269000,129500,9,8,43900000,2,0.78,7,9.4,1,0,2,94
1288,Healthcare,Telemedicine,10,2,9,10,1,9,1,1,1,99500,44500,10,4,59900000,3,0.98,3,3.6,1,0,1,100
1289,FinTech,Blockchain Payments,6,8,5,5,6,4,0,0,1,878000,578000,5,19,149500000,3,0.44,8,15.1,0,1,7,41
1290,Smart Cities,Waste Management,7,5,6,6,6,6,1,0,0,399000,239000,6,14,23900000,1,0.62,4,5.9,1,0,4,72
1291,Energy,Solar Storage,9,6,8,8,5,8,1,1,1,3190000,1990000,8,17,499000000,2,0.78,7,10.4,1,0,3,86
1292,Education,VR Classrooms,7,7,5,4,7,5,1,0,0,1395000,998000,5,25,56900000,2,0.46,8,9.1,1,0,6,53
1293,Cybersecurity,Threat Intelligence,9,4,9,9,3,9,1,1,1,299000,149500,9,8,78900000,2,0.84,6,11.4,1,0,2,94
1294,Agriculture,Precision Farming,8,5,8,7,5,7,1,1,0,499000,299000,7,11,109500000,2,0.74,5,8.5,1,0,3,83
1295,Healthcare,Wearables,9,3,9,9,2,8,1,1,1,599000,269500,9,9,219500000,3,0.94,5,7.7,1,0,1,97
1296,FinTech,Robo-Advising,8,5,8,8,3,7,1,1,0,269000,139500,8,10,89900000,3,0.82,4,9.7,1,0,3,86
1297,Smart Cities,Smart Grids,6,8,5,4,9,4,0,0,1,7990000,4990000,4,38,599000000,1,0.46,8,15.5,1,0,7,47
1298,Energy,Wind Turbines,8,6,9,8,8,8,1,1,1,11950000,13950000,7,39,799000000,2,0.68,6,12.5,1,0,4,69
1299,Education,LMS,9,2,9,9,2,9,1,1,1,89800,37800,9,4,39900000,3,0.92,3,3.2,1,0,1,97
1300,Cybersecurity,Network Defense,8,5,8,8,4,7,1,1,0,499000,239000,8,9,144500000,3,0.80,5,7.4,1,0,3,85
1301,Agriculture,Supply Chain,7,4,7,6,4,6,1,0,0,339000,169500,7,11,66900000,2,0.68,5,7.2,1,0,3,79
1302,Healthcare,Electronic Health Records,9,5,9,9,6,8,1,1,1,1995000,1495000,7,17,299500000,3,0.68,5,9.2,1,1,4,72
1303,FinTech,InsurTech,8,4,7,8,3,7,1,1,0,439000,239500,8,11,129500000,2,0.76,6,10.4,1,0,3,86
1304,Smart Cities,Public Safety,5,8,4,3,8,3,0,0,1,1695000,1045000,3,24,39900000,2,0.42,7,5.9,0,1,7,36
1305,Energy,Smart Metering,9,4,9,8,5,8,1,1,1,639000,439000,9,11,179500000,2,0.86,5,8.7,1,0,2,89
1306,Education,Credentialing,8,3,8,7,3,7,1,1,0,169500,84800,8,7,24950000,2,0.78,6,6.2,1,0,3,88
1307,Cybersecurity,Encryption,9,5,8,8,3,8,1,1,1,539000,269500,8,13,93900000,2,0.72,6,12.4,1,0,3,82
1308,Agriculture,Automated Harvesting,5,9,4,3,8,3,0,0,1,3390000,1995000,3,31,79900000,1,0.28,9,16.2,0,0,7,34
1309,Healthcare,AI Diagnostics,8,6,6,5,6,5,1,0,0,2095000,1095000,6,21,114900000,2,0.56,7,15.5,1,1,5,56
1310,FinTech,Fraud Detection,9,3,9,9,2,9,1,1,1,179500,89800,9,6,63900000,3,0.90,6,11.5,1,0,1,97
1311,Smart Cities,Traffic Management,7,5,7,7,6,7,1,1,0,799000,399500,7,15,14950000,2,0.70,5,6.9,1,0,3,77
1312,Energy,Biofuels,5,8,4,3,7,3,0,0,1,4395000,6390000,3,41,739000000,1,0.32,8,19.5,1,0,7,38
1313,Education,AI Tutoring,8,5,7,7,4,7,1,0,0,249500,119800,7,10,39950000,2,0.76,6,5.6,1,0,3,83
1314,Cybersecurity,Identity Management,9,4,9,9,3,9,1,1,1,349500,179500,9,9,24950000,2,0.90,6,10.6,1,0,2,96
1315,Agriculture,Drone Monitoring,8,5,7,6,4,7,0,1,0,299500,149800,7,12,41900000,2,0.68,6,9.9,1,0,3,80
1316,Healthcare,Telemedicine,9,2,9,9,2,9,1,1,1,149500,73800,9,6,57900000,3,0.96,4,4.9,1,0,1,98
1317,FinTech,Blockchain Payments,6,7,6,5,6,5,1,0,1,899000,599000,5,19,139800000,2,0.48,7,14.1,0,1,6,46
1318,Smart Cities,Waste Management,8,4,7,6,5,7,1,1,0,369500,219500,7,13,21950000,1,0.66,4,6.2,1,0,3,81
1319,Energy,Solar Storage,9,5,9,8,4,8,1,1,1,2995000,1695000,8,16,479000000,2,0.80,6,10.0,1,0,2,89
1320,Education,VR Classrooms,6,8,4,4,7,4,0,0,1,1495000,1095000,4,27,53900000,2,0.40,8,9.5,0,0,7,39
1321,Cybersecurity,Threat Intelligence,8,5,7,8,4,7,1,1,0,309500,159500,7,11,73900000,2,0.76,5,10.7,1,0,3,84
1322,Agriculture,Precision Farming,9,4,8,8,4,8,1,1,1,469500,269500,8,11,99900000,2,0.80,5,8.9,1,0,2,92
1323,Healthcare,Wearables,8,4,8,8,3,7,1,1,0,579500,279500,8,11,199500000,3,0.84,5,7.9,1,0,3,86
1324,FinTech,Robo-Advising,9,4,9,9,2,8,1,1,1,239500,119800,9,8,88900000,3,0.88,5,9.6,1,0,2,95
1325,Smart Cities,Smart Grids,6,9,5,4,8,4,0,0,1,7790000,4790000,4,39,579000000,1,0.40,7,15.6,1,0,7,45
1326,Energy,Wind Turbines,8,6,8,7,8,7,1,1,1,10980000,12980000,7,37,779000000,2,0.68,6,11.9,1,0,4,71
1327,Education,LMS,10,2,9,10,1,9,1,1,1,75500,27800,10,3,37900000,3,0.98,3,3.2,1,0,1,100
1328,Cybersecurity,Network Defense,8,5,8,8,4,7,1,1,0,519000,259500,8,10,149800000,3,0.76,5,7.2,1,0,3,87
1329,Agriculture,Supply Chain,8,4,7,6,3,6,1,0,0,319500,159800,7,10,63900000,2,0.72,5,7.6,1,0,3,82
1330,Healthcare,Electronic Health Records,8,6,8,8,6,7,1,1,1,1898000,1398000,6,17,289800000,3,0.66,5,8.9,1,0,4,73
1331,FinTech,InsurTech,7,5,7,7,4,6,1,0,0,449500,249500,7,12,119800000,2,0.70,5,9.9,1,0,3,77
1332,Smart Cities,Public Safety,5,8,4,3,8,3,0,0,1,1795000,1098000,3,25,37900000,2,0.38,7,6.2,0,1,7,34
1333,Energy,Smart Metering,9,3,9,9,4,9,1,1,1,599000,399000,9,10,169800000,2,0.90,5,8.2,1,0,1,97
1334,Education,Credentialing,7,4,7,7,3,6,1,1,0,179500,89800,7,8,23950000,2,0.76,5,6.0,1,0,3,85
1335,Cybersecurity,Encryption,8,6,7,7,4,7,1,1,0,549500,279500,7,15,91950000,2,0.70,6,12.0,1,0,3,80
1336,Agriculture,Automated Harvesting,5,9,3,3,7,2,0,0,1,2995000,1795000,3,29,76950000,1,0.26,8,16.0,0,0,8,32
1337,Healthcare,AI Diagnostics,9,7,6,7,6,5,1,1,1,2195000,1098000,6,21,114800000,2,0.60,8,16.5,1,1,5,60
1338,FinTech,Fraud Detection,8,4,8,8,3,8,1,1,0,169800,84800,8,7,62950000,3,0.88,5,11.0,1,0,2,94
1339,Smart Cities,Traffic Management,7,6,6,6,7,5,0,0,0,839000,439500,6,17,13950000,2,0.66,5,6.8,1,0,4,65
1340,Energy,Biofuels,4,9,3,2,8,2,0,0,1,4495000,6990000,2,43,719500000,1,0.26,8,19.0,1,0,8,30
1341,Education,AI Tutoring,9,4,9,8,3,8,1,1,1,239500,115800,8,9,37950000,2,0.82,5,5.5,1,0,2,91
1342,Cybersecurity,Identity Management,8,5,9,8,4,8,1,1,0,339500,169800,8,11,23950000,2,0.86,5,10.5,1,0,3,88
1343,Agriculture,Drone Monitoring,9,4,8,7,3,8,1,1,1,269500,129800,9,8,43950000,2,0.80,7,9.5,1,0,2,95
1344,Healthcare,Telemedicine,10,2,9,10,1,9,1,1,1,99800,44800,10,4,59950000,3,1.00,3,3.7,1,0,1,100
1345,FinTech,Blockchain Payments,6,8,5,5,6,4,0,0,1,879000,579000,5,19,149800000,3,0.46,8,15.2,0,1,7,42
1346,Smart Cities,Waste Management,7,5,6,6,6,6,1,0,0,399500,239500,6,14,23950000,1,0.64,4,6.0,1,0,4,73
1347,Energy,Solar Storage,9,6,8,8,5,8,1,1,1,3195000,1995000,8,17,499500000,2,0.80,7,10.5,1,0,3,87
1348,Education,VR Classrooms,7,7,5,4,7,5,1,0,0,1398000,999000,5,25,56950000,2,0.48,8,9.2,1,0,6,54
1349,Cybersecurity,Threat Intelligence,9,4,9,9,3,9,1,1,1,299500,149800,9,8,78950000,2,0.86,6,11.5,1,0,2,95
1350,Agriculture,Precision Farming,8,5,8,7,5,7,1,1,0,499500,299500,7,11,109800000,2,0.76,5,8.6,1,0,3,84
1351,Healthcare,Wearables,9,3,9,9,2,8,1,1,1,599500,269800,9,9,219800000,3,0.96,5,7.8,1,0,1,98
1352,FinTech,Robo-Advising,8,5,8,8,3,7,1,1,0,269500,139800,8,10,89950000,3,0.84,4,9.8,1,0,3,87
1353,Smart Cities,Smart Grids,6,8,5,4,9,4,0,0,1,7995000,4995000,4,38,599500000,1,0.48,8,15.6,1,0,7,48
1354,Energy,Wind Turbines,8,6,9,8,8,8,1,1,1,11980000,13980000,7,39,799500000,2,0.70,6,12.6,1,0,4,70
1355,Education,LMS,9,2,9,9,2,9,1,1,1,89900,37900,9,4,39950000,3,0.94,3,3.3,1,0,1,98
1356,Cybersecurity,Network Defense,8,5,8,8,4,7,1,1,0,499500,239500,8,9,144800000,3,0.82,5,7.5,1,0,3,86
1357,Agriculture,Supply Chain,7,4,7,6,4,6,1,0,0,339500,169800,7,11,66950000,2,0.70,5,7.3,1,0,3,80
1358,Healthcare,Electronic Health Records,9,5,9,9,6,8,1,1,1,1998000,1498000,7,17,299800000,3,0.70,5,9.3,1,1,4,73
1359,FinTech,InsurTech,8,4,7,8,3,7,1,1,0,439500,239800,8,11,129800000,2,0.78,6,10.5,1,0,3,87
1360,Smart Cities,Public Safety,5,8,4,3,8,3,0,0,1,1698000,1048000,3,24,39950000,2,0.44,7,6.0,0,1,7,37
1361,Energy,Smart Metering,9,4,9,8,5,8,1,1,1,639500,439500,9,11,179800000,2,0.88,5,8.8,1,0,2,90
1362,Education,Credentialing,8,3,8,7,3,7,1,1,0,169800,84900,8,7,24980000,2,0.80,6,6.3,1,0,3,89
1363,Cybersecurity,Encryption,9,5,8,8,3,8,1,1,1,539500,269800,8,13,93950000,2,0.74,6,12.5,1,0,3,83
1364,Agriculture,Automated Harvesting,5,9,4,3,8,3,0,0,1,3395000,1998000,3,31,79950000,1,0.30,9,16.3,0,0,7,35
1365,Healthcare,AI Diagnostics,8,6,6,5,6,5,1,0,0,2098000,1098000,6,21,114950000,2,0.58,7,15.6,1,1,5,57
1366,FinTech,Fraud Detection,9,3,9,9,2,9,1,1,1,179800,89900,9,6,63950000,3,0.92,6,11.6,1,0,1,98
1367,Smart Cities,Traffic Management,7,5,7,7,6,7,1,1,0,799500,399800,7,15,14980000,2,0.72,5,7.0,1,0,3,78
1368,Energy,Biofuels,5,8,4,3,7,3,0,0,1,4398000,6395000,3,41,739500000,1,0.34,8,19.6,1,0,7,39
1369,Education,AI Tutoring,8,5,7,7,4,7,1,0,0,249800,119900,7,10,39980000,2,0.78,6,5.7,1,0,3,84
1370,Cybersecurity,Identity Management,9,4,9,9,3,9,1,1,1,349800,179800,9,9,24980000,2,0.92,6,10.7,1,0,2,97
1371,Agriculture,Drone Monitoring,8,5,7,6,4,7,0,1,0,299800,149900,7,12,41950000,2,0.70,6,10.0,1,0,3,81
1372,Healthcare,Telemedicine,9,2,9,9,2,9,1,1,1,149800,73900,9,6,57950000,3,0.98,4,5.0,1,0,1,99
1373,FinTech,Blockchain Payments,6,7,6,5,6,5,1,0,1,899500,599500,5,19,139900000,2,0.50,7,14.2,0,1,6,47
1374,Smart Cities,Waste Management,8,4,7,6,5,7,1,1,0,369800,219800,7,13,21980000,1,0.68,4,6.3,1,0,3,82
1375,Energy,Solar Storage,9,5,9,8,4,8,1,1,1,2998000,1698000,8,16,479500000,2,0.82,6,10.1,1,0,2,90
1376,Education,VR Classrooms,6,8,4,4,7,4,0,0,1,1498000,1098000,4,27,53950000,2,0.42,8,9.6,0,0,7,40
1377,Cybersecurity,Threat Intelligence,8,5,7,8,4,7,1,1,0,309800,159800,7,11,73950000,2,0.78,5,10.8,1,0,3,85
1378,Agriculture,Precision Farming,9,4,8,8,4,8,1,1,1,469800,269800,8,11,99950000,2,0.82,5,9.0,1,0,2,93
1379,Healthcare,Wearables,8,4,8,8,3,7,1,1,0,579800,279800,8,11,199800000,3,0.86,5,8.0,1,0,3,87
1380,FinTech,Robo-Advising,9,4,9,9,2,8,1,1,1,239800,119900,9,8,88950000,3,0.90,5,9.7,1,0,2,96
1381,Smart Cities,Smart Grids,6,9,5,4,8,4,0,0,1,7795000,4795000,4,39,579500000,1,0.41,7,15.7,1,0,7,46
1382,Energy,Wind Turbines,8,6,8,7,8,7,1,1,1,10990000,12990000,7,37,779500000,2,0.69,6,12.0,1,0,4,72
1383,Education,LMS,10,2,9,10,1,9,1,1,1,75800,27900,10,3,37950000,3,1.00,3,3.3,1,0,1,100
1384,Cybersecurity,Network Defense,8,5,8,8,4,7,1,1,0,519500,259800,8,10,149900000,3,0.78,5,7.3,1,0,3,88
1385,Agriculture,Supply Chain,8,4,7,6,3,6,1,0,0,319800,159900,7,10,63950000,2,0.74,5,7.7,1,0,3,83
1386,Healthcare,Electronic Health Records,8,6,8,8,6,7,1,1,1,1899000,1399000,6,17,289900000,3,0.68,5,9.0,1,0,4,74
1387,FinTech,InsurTech,7,5,7,7,4,6,1,0,0,449800,249800,7,12,119900000,2,0.72,5,10.0,1,0,3,78
1388,Smart Cities,Public Safety,5,8,4,3,8,3,0,0,1,1798000,1099000,3,25,37950000,2,0.39,7,6.3,0,1,7,35
1389,Energy,Smart Metering,9,3,9,9,4,9,1,1,1,599500,399500,9,10,169900000,2,0.92,5,8.3,1,0,1,98
1390,Education,Credentialing,7,4,7,7,3,6,1,1,0,179800,89900,7,8,23980000,2,0.78,5,6.1,1,0,3,86
1391,Cybersecurity,Encryption,8,6,7,7,4,7,1,1,0,549800,279800,7,15,91980000,2,0.70,6,12.1,1,0,3,81
1392,Agriculture,Automated Harvesting,5,9,3,3,7,2,0,0,1,2998000,1798000,3,29,76980000,1,0.27,8,16.1,0,0,8,33
1393,Healthcare,AI Diagnostics,9,7,6,7,6,5,1,1,1,2198000,1099000,6,21,114900000,2,0.60,8,16.6,1,1,5,61
1394,FinTech,Fraud Detection,8,4,8,8,3,8,1,1,0,169900,84900,8,7,62980000,3,0.90,5,11.1,1,0,2,95
1395,Smart Cities,Traffic Management,7,6,6,6,7,5,0,0,0,839500,439800,6,17,13980000,2,0.66,5,6.9,1,0,4,66
1396,Energy,Biofuels,4,9,3,2,8,2,0,0,1,4498000,6995000,2,43,719800000,1,0.25,8,19.1,1,0,8,31
1397,Education,AI Tutoring,9,4,9,8,3,8,1,1,1,239800,115900,8,9,37980000,2,0.84,5,5.6,1,0,2,92
1398,Cybersecurity,Identity Management,8,5,9,8,4,8,1,1,0,339800,169900,8,11,23980000,2,0.88,5,10.6,1,0,3,89
1399,Agriculture,Drone Monitoring,9,4,8,7,3,8,1,1,1,269800,129900,9,8,43980000,2,0.82,7,9.6,1,0,2,96
